gene_id	PRJEB14695__ovary_mixed_sex_r1	PRJEB14695__ovary_mixed_sex_r2	PRJEB14695__ovary_mixed_sex_r3	PRJEB14695__ovary_single_sex_r1	PRJEB14695__ovary_single_sex_r2	PRJEB14695__testis_mixed_sex_r1	PRJEB14695__testis_mixed_sex_r2	PRJEB14695__testis_mixed_sex_r3	PRJEB14695__testis_single_sex_r1	PRJEB14695__testis_single_sex_r2	PRJEB14695__testis_single_sex_r3	PRJEB14695__whole_female_mixed_sex_r1	PRJEB14695__whole_female_mixed_sex_r2	PRJEB14695__whole_female_mixed_sex_r3	PRJEB14695__whole_female_single_sex_r1	PRJEB14695__whole_female_single_sex_r2	PRJEB14695__whole_female_single_sex_r3	PRJEB14695__whole_male_mixed_sex_r1	PRJEB14695__whole_male_mixed_sex_r2	PRJEB14695__whole_male_mixed_sex_r3	PRJEB14695__whole_male_single_sex_r1	PRJEB14695__whole_male_single_sex_r2	PRJEB14695__whole_male_single_sex_r3
Smp_077280	947.277	948.3749999999999	934.782	948.0630000000001	937.06	930.288	937.55	958.423	939.603	932.69	930.6840000000001	954.6630000000001	937.544	935.003	947.266	923.7130000000001	946.409	931.068	937.01	942.047	946.649	940.542	904.6139999999999
Smp_077310	749.0183988562386	749.0183988562386	749.0183988562386	759.084	748.084	741.345	749.0183988562386	769.475	750.677	743.748	741.724	765.714	748.554	746.034	758.294	734.761	757.453	742.0989999999999	748.033	753.076	757.675	751.575	715.676
Smp_077390	383.951	383.948	371.092	384.109	372.606	368.358	373.869	395.284	376.118	369.909	368.563	391.587	374.132	371.351	383.119	362.01	382.149	367.362	373.842	378.555	383.392	377.95	346.332
Smp_077400	1437.277	1438.375	1424.782	1438.0629999999999	1427.06	1420.288	1427.55	1448.423	1429.603	1422.69	1420.684	1444.663	1427.544	1425.003	1437.266	1413.713	1436.409	1421.068	1427.01	1432.047	1436.649	1430.542	1394.614
Smp_077540	3921.2769999999996	3922.375	3908.782	3922.063	3911.06	3904.288	3911.5500000000006	3932.423	3913.603	3906.6899999999996	3904.6839999999997	3928.663	3911.5439999999994	3909.003	3921.266	3897.713	3920.409	3905.068	3911.0100000000007	3916.047	3920.649	3914.542	3878.614
Smp_077560	6238.277	6239.375	6225.782	6239.063	6228.06	6221.288	6228.55	6249.423	6230.603	6223.69	6221.684	6245.663	6228.544	6226.003	6238.266	6214.713	6237.409	6222.068	6228.01	6233.047	6237.649	6231.542	6195.614
Smp_077580	1135.277	1136.375	1122.782	1136.063	1125.06	1118.288	1125.55	1146.423	1127.603	1120.69	1118.684	1142.663	1125.544	1123.003	1135.266	1111.713	1134.409	1119.068	1125.01	1130.047	1134.649	1128.542	1092.614
Smp_077590	723.357	724.482	710.923	724.132	713.121	706.452	713.684	734.55	715.841	708.839	706.8	730.804	713.597	711.093	723.317	699.851	722.523	707.152	713.074	718.122	722.729	716.628	680.794
Smp_077670	1444.1473504259127	1435.124061250024	1420.1375705596108	1444.9190739552519	1430.692328795042	1422.89110777041	1449.55	1441.8031688106794	1451.6030000000003	1428.3314551160563	1404.5616149628827	1438.4426733848197	1408.0398521860457	1401.500095375294	1408.1582335472826	1402.4285104184696	1430.7285759049637	1393.1384906703527	1407.8689968225578	1412.9510271928484	1410.1088382017797	1415.0734978645196	1367.204258222509
Smp_077720	3375.739084996697	5002.398569579614	5652.223776812412	2290.039882683763	1944.1672578586827	2809.9867380980263	3793.0921211073924	3890.774785390748	2849.1608308929935	2960.6208896163967	2245.991802978859	1373.0094010155813	1598.6214028521688	1610.9688588311208	1328.589002000857	1315.9745620032268	1295.8661528473724	1665.493935021725	1259.3380087133426	1332.1563753312655	1333.695047767982	1272.5629567729486	1187.6818793562484
Smp_077790	104.62597590942708	104.62597590942708	104.697	104.62597590942708	104.62597590942708	104.62597590942708	104.62597590942708	104.62597590942708	104.62597590942708	104.555	104.62597590942708	104.62597590942708	104.62597590942708	104.62597590942708	104.62597590942708	104.62597590942708	104.62597590942708	104.62597590942708	104.62597590942708	104.62597590942708	104.62597590942708	104.62597590942708	104.62597590942708
Smp_077820	589.7410183500713	589.7410183500713	591.228	589.7410183500713	593.252	589.7410183500713	589.7410183500713	589.7410183500713	589.7410183500713	589.7410183500713	589.7410183500713	589.7410183500713	589.7410183500713	589.7410183500713	603.453	580.317	602.72	589.7410183500713	589.7410183500713	589.7410183500713	589.7410183500713	596.907	561.441
Smp_077850	1298.277	1299.375	1285.782	1299.063	1288.06	1281.288	1289.7589217439074	1309.423	1290.603	1283.69	1281.684	1305.663	1288.544	1286.003	1298.2659999999998	1274.713	1297.409	1282.068	1288.01	1293.047	1297.649	1291.542	1255.614
Smp_077860	1309.2723428775257	1319.375	1305.782	1309.2723428775257	1308.06	1309.2723428775257	1309.2723428775257	1329.423	1310.603	1303.69	1301.684	1325.663	1308.544	1306.003	1318.266	1294.713	1317.409	1302.068	1308.01	1313.047	1317.649	1311.542	1275.614
Smp_077890	1799.2837677733114	1197.0482935498246	977.7819999999999	1474.97510108836	4537.06	1201.602795142494	1379.346635004042	4558.423	2044.0630621870516	1303.0270511245328	1105.6615418146068	1072.0967805421956	999.8022513127751	991.2741570228816	1023.1356157519822	990.1813712379916	1027.3641182825102	994.57946607235	980.01	1012.3644510143208	989.649	1026.0305630836938	947.614
Smp_077980	2401.277	2402.375	2388.782	2402.063	2391.06	2384.288	2391.55	2412.423	2393.603	2386.69	2384.684	2408.663	2391.544	2389.003	2401.266	2377.713	2400.409	2385.068	2391.01	2396.047	2400.649	2394.542	2358.614
Smp_078040	1344.277	1345.375	1331.782	1345.063	1334.06	1327.288	1334.55	1355.4229999999998	1336.603	1329.69	1327.684	1351.663	1334.544	1332.003	1344.2660000000003	1320.713	1343.409	1328.068	1334.01	1339.047	1343.6489999999997	1337.5420000000001	1301.614
Smp_078090	2137.277	2138.375	2124.782	2138.063	2127.06	2120.288	2127.55	2148.423	2129.603	2122.69	2120.684	2144.663	2127.544	2125.003	2137.266	2113.713	2136.409	2121.068	2127.01	2132.047	2136.649	2130.542	2094.614
Smp_078110	1615.277	1616.375	1602.782	1616.063	1605.06	1598.288	1605.55	1626.423	1607.6029999999998	1600.69	1598.684	1622.663	1605.544	1603.0030000000002	1615.266	1591.713	1614.409	1599.068	1605.01	1610.047	1614.649	1608.542	1572.614
Smp_078200	1187.277	1188.375	1174.782	1188.063	1177.06	1170.288	1178.7542832908507	1198.423	1179.603	1172.69	1170.684	1194.663	1177.544	1175.003	1187.266	1163.713	1186.409	1171.068	1177.01	1182.047	1186.649	1180.542	1144.614
Smp_078230	3156.277	3157.3750000000005	3143.782	3157.0630000000006	3146.06	3139.288	3146.55	3167.423	3148.603	3141.69	3139.684	3163.6629999999996	3146.544	3144.003	3156.266	3132.713	3155.409	3140.068	3146.01	3151.047	3155.649	3149.542	3113.614
Smp_078240	3040.277	3041.375	3027.782	3041.063	3030.06	3023.288	3030.55	3051.423	3032.603	3025.69	3023.684	3047.663	3030.544	3028.003	3040.266	3016.713	3039.409	3024.068	3030.01	3035.047	3039.649	3033.542	2997.6139999999996
Smp_078270	2298.277	2299.375	2285.782	2299.063	2288.06	2281.288	2288.55	2309.423	2290.603	2283.69	2281.684	2305.663	2288.544	2286.003	2298.266	2274.713	2297.409	2282.068	2288.01	2293.047	2297.649	2291.542	2255.614
Smp_078280	4388.277	4389.375	4375.782	4389.063	4378.06	4371.288	4378.55	4399.423	4380.603	4373.69	4371.684	4395.663	4378.544	4376.003	4388.266	4364.713	4387.409	4372.068	4378.01	4383.047	4387.649	4381.542	4345.614
Smp_078310	2981.277	2982.375	2968.782	2982.063	2971.06	2964.288	2971.55	2992.423	2973.603	2966.69	2964.684	2988.663	2971.5440000000003	2969.0029999999997	2981.266	2957.713	2980.409	2965.068	2971.0100000000007	2976.047	2980.649	2974.542	2938.6139999999996
Smp_078320	992.2769999999999	993.375	979.7819999999999	993.063	982.06	975.288	982.55	1003.4230000000001	984.603	977.69	975.684	999.663	982.544	980.003	992.266	968.713	991.409	976.068	982.01	987.047	991.6490000000001	985.5419999999999	949.614
Smp_078400	1824.2770000000003	1825.375	1811.782	1825.063	1814.06	1807.288	1814.55	1835.423	1816.603	1809.69	1807.684	1831.6629999999998	1814.544	1812.003	1824.266	1800.713	1823.409	1808.068	1814.01	1819.047	1823.649	1817.542	1781.614
Smp_078490	737.907976251282	737.907976251282	737.907976251282	737.907976251282	737.907976251282	731.373	737.907976251282	737.907976251282	740.706	737.907976251282	731.744	755.733	737.907976251282	737.907976251282	748.2990000000001	724.7849999999999	747.471	737.907976251282	738.04	743.096	747.687	741.5899999999999	705.711
Smp_078520	416.674	416.864	403.779	416.937	405.485	400.796	406.65	428.167	408.855	402.594	400.867	423.996	406.644	403.962	415.926	394.17999999999995	414.97900000000004	400.129	406.442	411.239	416.006	410.359	377.67499999999995
Smp_078540	1477.277	1478.375	1464.782	1478.063	1467.0599999999997	1460.288	1467.55	1488.423	1469.603	1462.69	1460.684	1484.663	1467.544	1465.003	1477.266	1453.713	1476.409	1461.068	1467.01	1472.047	1476.649	1470.5419999999997	1434.614
Smp_078550	6637.276999999999	6638.375	6624.782	6638.063	6627.06	6620.288	6627.549999999999	6648.423	6629.603	6622.69	6620.684	6644.663	6627.544	6625.003	6637.266	6613.713	6636.409	6621.068	6627.01	6632.047	6636.649	6630.5419999999995	6594.6140000000005
Smp_078560	1978.277	1979.375	1965.782	1979.063	1968.06	1961.288	1968.55	1989.423	1970.6030000000003	1963.69	1961.6839999999997	1985.6629999999998	1968.544	1966.003	1978.266	1954.713	1977.409	1962.068	1968.01	1973.047	1977.6489999999997	1971.5420000000001	1935.6140000000003
Smp_078570	3761.4276798150695	3831.613249618486	3890.514592113273	3854.5500803726054	3934.3737412742303	3934.768042699475	3878.1673463297498	4001.712090346888	3909.4476283888803	3862.3642595600854	3935.934314812111	3937.988916855017	3774.2460232192084	3718.4187531236594	3889.89324403145	3843.728142376968	3859.8703780082237	3819.195795848985	3832.9415141353224	3852.0444460737235	3943.524574618979	3920.427892445889	3928.38880322158
Smp_078590	8982.277	8983.375	8969.782	8983.063	8972.06	8965.288	8972.55	8993.423	8974.603	8967.69	8965.684	8989.663	8972.544	8970.003	8982.266	8958.713	8981.409	8966.068	8972.01	8977.047	8981.649	8975.542	8939.614
Smp_078600	1529.277	1530.375	1516.782	1530.063	1519.06	1512.288	1519.55	1540.423	1521.6030000000003	1514.69	1512.684	1536.663	1519.544	1517.003	1529.266	1505.713	1528.409	1513.068	1519.01	1524.047	1528.649	1522.542	1486.614
Smp_078610	2241.277	2242.375	2228.782	2242.063	2231.06	2224.288	2231.55	2252.423	2233.603	2226.69	2224.684	2248.663	2231.544	2229.003	2241.266	2217.713	2240.409	2225.068	2231.01	2236.047	2240.649	2234.542	2198.614
Smp_078640	369.097	369.007	356.245	369.196	357.66	353.636	358.97200000000004	380.349	361.21999999999997	355.088	353.939	376.74199999999996	359.404	356.535	368.236	347.458	367.23	352.495	359.09	363.736	368.608	363.29	332.251
Smp_078690	2205.277	2206.375	2192.782	2206.063	2195.06	2188.288	2195.55	2216.423	2197.603	2190.69	2188.684	2212.663	2195.544	2193.003	2205.266	2181.713	2204.409	2189.068	2195.01	2200.047	2204.649	2198.542	2162.614
Smp_078700	2214.277	2215.375	2201.782	2215.063	2204.06	2197.288	2204.55	2225.423	2206.603	2199.69	2197.684	2221.663	2204.544	2202.003	2214.266	2190.713	2213.409	2198.068	2204.01	2209.047	2213.649	2207.542	2171.614
Smp_078710	2455.277	2456.375	2442.7820000000006	2456.063	2445.06	2438.288	2445.55	2466.423	2447.603	2440.69	2438.684	2462.663	2445.544	2443.003	2455.266	2431.713	2454.409	2439.068	2445.01	2450.047	2454.649	2448.542	2412.614
Smp_078720	962.2770000000002	963.375	949.782	963.063	952.06	945.288	952.55	973.423	954.603	947.69	945.684	969.6630000000001	952.544	950.003	962.266	938.713	961.409	946.0679999999999	952.01	957.047	961.649	955.5419999999999	919.6140000000001
Smp_078730	4169.277	4170.375	4156.782	4170.063	4159.06	4152.288	4159.55	4180.423	4161.603	4154.69	4152.684	4176.663	4159.544	4157.003	4169.266	4145.713	4168.409	4153.068	4159.01	4164.047	4168.649	4162.542	4126.614
Smp_078750	1597.277	1598.3749999999998	1584.782	1598.063	1587.06	1580.288	1587.55	1608.423	1589.603	1582.69	1580.684	1604.663	1587.544	1585.003	1597.266	1573.713	1596.409	1581.068	1587.01	1592.047	1596.649	1590.542	1554.614
Smp_078780	1784.277	1785.375	1771.782	1785.0630000000003	1774.06	1767.288	1774.5499999999997	1795.423	1776.603	1769.69	1767.684	1791.663	1774.544	1772.003	1784.266	1760.7129999999997	1783.4089999999999	1768.068	1774.01	1779.047	1783.649	1777.542	1741.6140000000003
Smp_078800	3562.2770000000005	3563.375	3549.782	3563.063	3552.06	3545.288	3552.55	3573.423	3554.603	3547.69	3545.684	3569.663	3552.5439999999994	3550.003	3562.2660000000005	3538.713	3561.4089999999997	3546.068	3552.01	3557.047	3561.649	3555.542	3519.614
Smp_078900	5583.277	5584.375	5570.782000000001	5584.063	5573.06	5566.288	5573.55	5594.423	5575.603	5568.69	5566.684	5590.663	5573.544	5571.003	5583.266	5559.713000000001	5582.409	5567.068	5573.01	5578.047	5582.649	5576.542000000001	5540.614
Smp_078910	1063.277	1064.375	1050.782	1064.063	1053.06	1046.288	1053.55	1074.423	1055.603	1048.69	1046.684	1070.663	1053.544	1051.003	1063.266	1039.713	1062.409	1055.0438625797829	1053.01	1058.047	1062.649	1056.542	1020.614
Smp_078920	3955.2770000000005	3956.3749999999995	3942.7819999999997	3956.063	3945.0600000000004	3938.288	3945.5500000000006	3966.423	3947.603	3940.69	3938.684	3962.663	3945.544	3943.003	3955.2659999999996	3931.713	3954.409	3939.0679999999998	3945.0099999999998	3950.0470000000005	3954.649	3948.542	3912.614
Smp_078930	1831.6682809647873	1831.6682809647873	1831.6682809647873	1849.063	1831.6682809647873	1831.6682809647873	1831.6682809647873	1831.6682809647873	1840.603	1831.6682809647873	1831.684	1831.6682809647873	1831.6682809647873	1831.6682809647873	1831.6682809647873	1831.6682809647873	1831.6682809647873	1831.6682809647873	1831.6682809647873	1831.6682809647873	1831.6682809647873	1831.6682809647873	1805.614
Smp_079000	660.493	661.565	648.086	661.228	650.19	643.72	650.875	671.869	653.128	646.085	643.987	667.977	650.671	648.244	660.379	637.076	659.655	644.269	650.181	655.246	659.845	653.76	618.066
Smp_079010	22386.277	22387.375	22373.782	22387.063	22376.06	22369.288	22376.55	22397.423	22378.603	22371.69	22369.684	22393.663	22376.544	22374.003	22386.266	22362.713	22385.408999999996	22370.068	22376.01	22381.047	22385.649000000005	22379.541999999998	22343.614000000005
Smp_079050	2317.277	2318.375	2304.782	2318.063	2307.06	2300.288	2307.55	2328.423	2309.603	2302.69	2300.684	2324.663	2307.544	2305.003	2317.266	2293.713	2316.409	2301.068	2307.01	2312.047	2316.649	2310.542	2274.614
Smp_079220	898.277	899.375	885.782	899.063	888.06	881.288	888.55	909.423	890.603	883.69	881.6840000000001	905.6629999999999	888.5439999999999	886.003	898.266	874.713	897.409	882.068	888.01	893.047	897.649	891.542	855.614
Smp_079230	231.652	230.088	219.425	231.02200000000002	219.273	217.545	220.675	241.33199999999997	223.5	218.672	220.417	238.811	224.528	220.35	230.357	216.03000000000003	228.766	215.616	223.969	227.183	232.73600000000002	228.779	205.654
Smp_079240	2325.277	2326.375	2312.782	2326.063	2315.06	2308.288	2315.55	2336.423	2317.603	2310.69	2308.684	2332.663	2315.544	2313.003	2325.266	2301.713	2324.409	2309.068	2315.01	2320.047	2324.649	2318.542	2282.614
Smp_079260	3050.277	3051.3750000000005	3037.782	3051.063	3040.0600000000004	3033.288	3040.55	3061.423	3042.603	3035.69	3033.684	3057.663	3042.3633116611727	3042.3633116611727	3050.266	3026.713	3049.409	3042.3633116611727	3040.01	3045.047	3049.649	3043.542	3007.614
Smp_079270	893.277	894.375	880.782	894.063	883.06	876.288	883.55	904.423	885.603	878.69	876.684	900.663	883.544	881.0029999999999	893.266	869.713	892.409	877.068	883.01	888.047	892.649	886.542	850.614
Smp_079310	772.2859999999998	773.396	759.805	773.072	762.069	755.312	762.5760000000001	783.445	764.645	757.713	755.699	779.684	762.547	760.0139999999999	772.277	748.726	771.427	756.08	762.022	767.061	771.658	765.557	729.631
Smp_079370	3714.277	3715.375	3701.782	3715.063	3704.06	3697.288	3704.55	3725.423	3706.603	3699.69	3697.684	3721.6629999999996	3704.544	3702.003	3714.2660000000005	3690.713	3713.409	3698.068	3704.01	3709.047	3713.6489999999994	3707.542	3671.614
Smp_079380	6581.277	6582.375	6568.782	6582.063	6571.06	6564.288	6571.549999999999	6592.423	6573.603	6566.69	6564.684	6588.663	6571.544	6569.003	6581.266	6557.713	6580.409	6565.068	6571.01	6576.047	6580.649	6574.542	6538.614
Smp_079400	4368.277	4369.375	4355.782	4369.063	4358.06	4351.288	4358.55	4379.423	4360.603	4353.69	4351.684	4375.663	4358.544	4356.003	4368.266	4344.713	4367.409	4352.068	4358.01	4363.047	4367.649	4361.542	4325.614
Smp_079410	2896.277	2897.375	2883.782	2897.063	2886.0600000000004	2879.288	2886.55	2907.423	2888.603	2881.69	2879.6839999999997	2903.663	2886.544	2884.003	2896.266	2872.713	2895.4090000000006	2880.068	2886.01	2891.0469999999996	2895.649	2889.542	2853.614
Smp_079420	1597.2770000000003	1598.3750000000002	1584.7820000000002	1598.063	1587.0599999999997	1580.288	1587.55	1608.423	1589.603	1582.69	1580.684	1604.6630000000002	1587.544	1585.003	1597.266	1573.713	1596.409	1581.068	1587.01	1592.047	1596.649	1590.542	1554.614
Smp_079430	627.581	628.61	615.166	628.285	617.221	610.899	617.955	639.008	620.208	613.202	611.089	635.052	617.723	615.276	627.422	604.21	626.69	611.343	617.2569999999998	622.315	626.914	620.845	585.259
Smp_079490	1195.277	1196.375	1182.782	1196.063	1185.06	1178.288	1185.55	1206.423	1187.603	1180.69	1178.684	1202.663	1185.544	1183.003	1195.266	1171.713	1194.409	1179.068	1185.01	1190.047	1194.649	1188.542	1152.614
Smp_079560	1419.277	1420.375	1406.782	1420.063	1409.06	1402.288	1409.55	1430.423	1411.6029999999998	1404.69	1402.684	1426.663	1409.544	1407.003	1419.266	1395.713	1418.409	1403.068	1409.0099999999998	1414.047	1410.3505857935634	1412.542	1376.614
Smp_079600	3392.277	3383.8920310047392	3379.7820000000006	3393.063	3382.06	3375.288	3382.55	3403.423	3384.603	3377.69	3375.684	3399.663	3383.8920310047392	3383.8920310047392	3392.266	3368.7130000000006	3391.409	3383.8920310047392	3382.01	3387.047	3391.649	3385.542	3349.614
Smp_079640	2781.277	2782.375	2768.7819999999997	2782.063	2771.06	2764.288	2771.55	2792.423	2773.6029999999996	2766.69	2764.684	2788.663	2771.544	2769.003	2781.266	2757.713	2780.409	2765.068	2771.01	2776.047	2780.649	2774.542	2738.614
Smp_079650	5808.277	5809.375	5795.782	5809.062999999999	5798.06	5791.288	5798.55	5819.422999999999	5800.603	5793.69	5791.684	5815.663	5798.544	5796.003	5808.266	5784.713	5807.409	5792.068	5798.01	5803.0470000000005	5807.649	5801.542	5765.614
Smp_079700	2561.277	2562.375	2548.782	2562.063	2551.06	2544.288	2551.55	2572.423	2553.603	2546.69	2544.684	2568.663	2551.544	2549.003	2561.266	2537.713	2560.409	2545.068	2551.01	2556.047	2560.649	2554.542	2518.614
Smp_079710	223.152	221.433	211.106	222.45999999999998	210.721	209.17799999999997	212.136	232.623	215.01	210.28	212.26699999999997	230.17199999999997	216.246	212.035	221.823	208.08300000000003	220.176	207.234	215.724	218.789	224.376	220.542	198.072
Smp_079730	1223.277	1224.375	1210.782	1224.063	1213.06	1206.288	1213.55	1234.423	1215.603	1208.69	1206.684	1230.663	1213.544	1211.003	1223.266	1199.713	1222.409	1207.068	1213.01	1218.047	1222.649	1216.542	1180.614
Smp_079740	2409.277	2410.375	2396.782	2410.063	2399.06	2392.288	2399.55	2420.423	2401.603	2394.69	2392.684	2416.663	2399.544	2397.003	2409.266	2385.713	2408.409	2393.068	2399.01	2404.047	2408.649	2402.542	2366.614
Smp_079750	659.4960000000001	660.565	647.09	660.23	649.19	642.726	649.877	670.874	652.13	645.09	642.991	666.979	649.673	647.245	659.379	636.078	658.656	643.273	649.183	654.247	658.848	652.763	617.07
Smp_079760	1974.2769999999998	1975.375	1961.782	1975.063	1964.06	1957.288	1964.5500000000002	1985.423	1966.603	1959.69	1957.684	1981.663	1964.544	1962.003	1974.266	1950.713	1973.409	1958.068	1964.01	1969.047	1973.649	1967.542	1931.614
Smp_079770	1430.277	1431.375	1417.782	1431.063	1420.06	1413.288	1420.55	1441.423	1422.603	1415.69	1413.684	1437.663	1420.544	1418.003	1430.266	1406.713	1429.409	1414.068	1420.01	1425.047	1429.649	1423.542	1387.614
Smp_079800	2403.277	2404.375	2390.782	2404.063	2393.06	2386.288	2393.55	2414.423	2395.603	2388.69	2386.684	2410.663	2393.544	2391.003	2403.266	2379.713	2402.409	2387.068	2393.01	2398.047	2402.649	2396.542	2360.614
Smp_079810	844.277	845.375	831.782	845.063	834.06	827.288	834.55	855.423	836.603	829.69	827.6840000000001	851.663	834.544	832.003	844.266	820.713	843.409	828.068	834.01	839.047	843.649	837.542	801.614
Smp_079840	983.277	984.375	970.7820000000002	984.063	973.06	966.288	973.55	994.423	975.603	968.69	966.684	990.6629999999999	973.544	971.003	983.2660000000001	959.713	982.409	967.068	973.0100000000001	978.047	982.649	976.542	940.614
Smp_079860	2054.277	2055.375	2041.7820000000002	2055.063	2044.06	2037.2879999999998	2044.55	2065.423	2046.603	2039.69	2037.684	2061.663	2044.544	2042.003	2054.266	2030.713	2053.409	2038.068	2044.01	2049.047	2053.649	2047.5420000000001	2011.614
Smp_079910	1191.277	1192.375	1178.782	1192.0629999999999	1181.06	1174.288	1181.55	1202.423	1183.603	1176.69	1174.684	1198.663	1181.544	1179.003	1191.266	1167.713	1190.409	1175.068	1181.01	1186.047	1190.649	1184.542	1148.614
Smp_079920	1573.277	1574.375	1560.782	1574.0630000000003	1563.06	1556.288	1563.55	1584.423	1565.603	1558.6899999999998	1556.6839999999997	1580.663	1563.544	1561.003	1573.266	1549.7129999999997	1572.4090000000003	1557.068	1563.01	1568.047	1572.649	1566.542	1530.6139999999998
Smp_079950	1208.277	1209.375	1195.782	1209.063	1198.06	1191.288	1198.55	1219.423	1200.603	1193.69	1191.684	1215.663	1198.544	1196.003	1208.266	1184.713	1207.409	1192.068	1198.01	1203.047	1207.649	1201.542	1165.614
Smp_079960	1339.2770000000003	1340.375	1331.0717203642116	1340.063	1329.06	1322.288	1329.55	1350.423	1331.603	1324.69	1322.684	1346.663	1329.544	1331.0717203642116	1339.266	1315.713	1338.409	1323.068	1329.01	1334.047	1338.649	1332.542	1296.614
Smp_079970	1443.2769999999998	1433.9882028335558	1433.9882028335558	1444.063	1433.06	1426.288	1433.9882028335558	1433.9882028335558	1435.603	1428.69	1426.684	1450.663	1433.9882028335558	1433.9882028335558	1443.266	1419.713	1442.409	1433.9882028335558	1433.01	1438.047	1442.649	1436.542	1400.614
Smp_080100	1051.277	1052.375	1038.782	1052.063	1041.06	1034.288	1041.55	1062.423	1043.603	1036.69	1034.684	1058.663	1041.544	1039.003	1051.266	1027.713	1050.409	1035.068	1041.01	1046.047	1050.649	1044.542	1008.6139999999999
Smp_080110	781.277	782.375	768.782	782.063	771.06	764.288	771.55	792.423	773.603	766.69	764.684	788.663	771.544	769.003	781.266	757.713	780.409	765.0679999999999	771.01	776.047	780.649	774.542	738.614
Smp_080130	1174.277	1175.375	1161.782	1175.063	1164.06	1157.288	1164.55	1185.423	1166.603	1159.69	1157.684	1181.663	1164.544	1162.003	1174.266	1150.713	1173.409	1158.068	1164.01	1169.047	1173.649	1167.542	1131.614
Smp_080150	364.147	364.028	351.293	364.227	352.686	348.729	354	375.371	356.259	350.147	349.07200000000006	371.784	354.505	351.59599999999995	363.282	342.629	362.263	347.543	354.18	358.797	363.7	358.405	327.566
Smp_080180	1007.277	1008.375	994.7820000000002	1008.063	997.0599999999998	990.288	997.55	1018.423	999.603	992.69	990.684	1014.663	997.544	995.0029999999999	1007.266	983.7130000000001	1006.409	991.068	997.01	1002.047	1006.649	1000.542	964.614
Smp_080210	1147.277	1148.375	1134.782	1148.063	1137.06	1130.288	1137.55	1158.423	1139.603	1132.69	1130.684	1154.663	1137.544	1135.003	1147.266	1123.7129999999997	1146.409	1131.068	1137.01	1142.047	1146.649	1140.542	1104.614
Smp_080280	2885.277	2886.375	2872.782	2886.063	2875.06	2868.288	2875.55	2896.423	2877.6029999999996	2870.69	2868.684	2892.663	2875.544	2873.003	2885.2659999999996	2861.713	2884.409	2869.068	2875.01	2880.047	2884.649	2878.542	2842.614
Smp_080320	1387.2769999999998	1388.375	1374.782	1388.063	1377.06	1370.288	1377.55	1398.423	1379.603	1372.69	1370.684	1394.663	1377.544	1375.003	1387.266	1363.7129999999997	1386.409	1371.068	1377.01	1382.047	1386.649	1380.542	1344.614
Smp_080370	726.353	727.477	713.916	727.13	716.117	709.4419999999999	716.682	737.543	718.824	711.827	709.79	733.794	716.591	714.089	726.313	702.843	725.513	710.145	716.07	721.118	725.724	719.619	683.781
Smp_080420	1648.277	1649.375	1635.782	1649.063	1638.06	1631.288	1638.55	1659.423	1640.603	1633.69	1631.684	1655.6629999999998	1638.544	1636.003	1648.266	1624.713	1647.4089999999999	1632.068	1638.01	1643.047	1647.649	1641.542	1605.614
Smp_080520	4855.277	4856.375	4842.782	4856.063	4845.06	4838.288	4845.55	4866.423	4847.603	4840.69	4838.684	4862.663	4845.544	4843.003	4855.266	4831.713	4854.409	4839.068	4845.01	4850.047	4854.649	4848.542	4812.614
Smp_080530	827.277	828.375	814.782	828.063	817.06	810.288	817.55	838.4230000000001	819.603	812.69	810.6839999999999	834.6630000000001	817.544	815.003	827.266	803.713	826.4090000000001	811.068	817.01	822.047	826.649	820.542	784.614
Smp_080550	1031.277	1032.375	1018.782	1032.063	1021.06	1014.288	1021.55	1042.423	1023.603	1016.69	1014.6840000000001	1038.663	1021.5440000000001	1019.0029999999999	1031.266	1007.713	1030.409	1015.068	1021.01	1026.047	1030.649	1024.542	988.614
Smp_080560	6550.277	6551.375	6537.782	6541.666272842065	6540.06	6533.288	6540.55	6561.423	6542.603	6535.69	6533.684	6557.663	6540.544	6538.003000000001	6550.266	6526.713	6549.409	6541.666272842065	6540.009999999999	6545.047	6549.649	6543.542	6507.614
Smp_080610	438.528	438.804	425.54900000000004	438.817	427.434	422.472	428.53	450.043	430.69	424.405	422.521	445.699	428.43799999999993	425.764	437.827	415.779	436.886	421.992	428.197	433.0729999999999	437.7780000000001	432.048	398.813
Smp_080620	2549.277	2550.375	2536.782	2550.063	2539.06	2532.288	2539.55	2560.423	2541.603	2534.69	2532.684	2556.663	2539.544	2537.003	2549.266	2525.713	2548.409	2533.068	2539.01	2544.047	2548.649	2542.542	2506.614
Smp_080700	4865.277	4866.375	4852.782	4866.063	4855.0599999999995	4848.288	4855.55	4876.423	4857.603	4850.69	4848.684	4872.663	4855.544	4853.003	4865.266	4841.713	4864.409	4849.068	4855.01	4860.047	4864.649	4858.542	4822.614
Smp_080730	1331.277	1332.375	1318.782	1332.063	1321.06	1314.288	1321.55	1342.423	1323.603	1316.69	1314.684	1338.663	1321.5439999999999	1319.003	1331.266	1307.713	1330.4089999999999	1315.068	1321.01	1326.047	1330.649	1324.542	1288.614
Smp_080840	1481.277	1482.375	1468.782	1482.063	1471.06	1464.288	1471.55	1492.423	1473.603	1466.69	1464.684	1488.663	1471.544	1469.003	1481.266	1457.713	1480.409	1465.068	1471.01	1476.047	1480.649	1474.542	1438.614
