gene_id	PRJNA602528__pzq_0h	PRJNA602528__pzq_0p25h	PRJNA602528__pzq_12h	PRJNA602528__pzq_1h	PRJNA602528__pzq_24h	PRJNA602528__pzq_3h	PRJNA602528__pzq_48h	PRJNA602528__pzq_6h	PRJNA602528__pzq_96h	PRJNA602528__pzq_9h
Smp_120080	1818.801	1818.155	1817.581	1818.323	1817.03	1817.065	1818.156	1817.3030000000003	1818.636	1817.679
Smp_120320	1955.801	1955.155	1954.581	1955.323	1954.03	1954.065	1955.156	1954.303	1955.6359999999997	1954.679
Smp_120350	1627.801	1627.155	1626.581	1627.323	1626.03	1626.065	1627.1559999999997	1626.303	1627.636	1626.679
Smp_120360	3088.8009999999995	3088.155	3087.581	3088.323	3087.03	3087.065	3088.156	3087.303	3088.636	3087.679
Smp_120380	1517.801	1517.155	1516.581	1517.323	1516.03	1516.065	1517.156	1516.3029999999999	1517.636	1516.6789999999999
Smp_120640	2568.801	2568.155	2567.581	2568.323	2567.03	2567.065	2568.156	2567.3030000000003	2568.636	2567.679
Smp_120670	522.3156164303344	522.3156164303344	522.3156164303344	522.3156164303344	522.3156164303344	522.3156164303344	522.3156164303344	521.683	522.949	522.3156164303344
Smp_120700	728.911	728.246	727.7049999999999	728.4289999999999	727.135	727.193	728.3	727.4139999999999	728.737	727.818
Smp_120920	3167.801	3167.155	3166.581	3167.3230000000003	3166.03	3166.065	3167.156	3166.303	3167.636	3166.679
Smp_120960	355.343	354.645	354.427	354.983	353.928	353.732	354.892	353.984	355.192	354.362
Smp_121130	2239.801	2239.155	2238.581	2239.323	2238.03	2238.065	2239.156	2238.303	2239.636	2238.679
Smp_121140	1454.801	1454.155	1453.581	1454.3230000000003	1453.03	1453.065	1454.156	1453.303	1454.636	1453.679
Smp_121160	3435.801	3435.155	3434.581	3435.3230000000003	3434.03	3434.065	3435.156	3434.303	3435.636	3434.6790000000005
Smp_121190	2596.801	2596.155	2595.581	2596.323	2595.03	2595.065	2596.156	2595.303	2596.636	2595.679
Smp_121230	1103.801	1103.155	1102.581	1103.323	1102.03	1102.065	1103.156	1102.303	1103.636	1102.679
Smp_121320	1122.801	1122.155	1121.581	1122.323	1121.03	1121.065	1122.156	1121.303	1122.636	1121.679
Smp_121390	897.801	897.1549999999999	896.581	897.3230000000001	896.0299999999999	896.0650000000002	897.156	896.303	897.6360000000001	896.679
Smp_121420	1671.8009999999997	1671.155	1670.581	1671.3229999999999	1670.03	1670.065	1671.156	1670.303	1671.636	1670.679
Smp_121430	656.041	655.337	654.8659999999999	655.592	654.317	654.369	655.447	654.5719999999999	655.845	654.975
Smp_121460	1204.801	1204.155	1203.581	1204.323	1203.03	1203.065	1204.156	1203.303	1204.636	1203.679
Smp_121580	5222.8009999999995	5222.155	5221.581	5222.323	5221.03	5221.065	5222.156	5221.303	5222.636	5221.679
Smp_121600	1053.4589777906108	1054.5327986585173	1053.6602430770486	1061.7832804340167	1079.7171399389165	1051.6609549431957	1084.3794236569631	1057.0124432999116	1077.1788283594906	1060.1587081772243
Smp_121610	3047.801	3047.155	3046.581	3047.323	3046.03	3046.065	3047.156	3046.303	3047.636	3046.679
Smp_121640	1155.801	1155.155	1154.581	1155.323	1154.03	1154.065	1155.156	1154.303	1155.636	1154.679
Smp_121660	18590.801	18590.155	18589.581	18590.323	18589.03	18589.065	18590.156	18589.303	18590.636	18589.679
Smp_121780	3955.801	3955.155	3954.581	3955.323	3954.03	3954.065	3955.156	3954.3029999999994	3955.636	3954.679
Smp_121790	2359.801	2359.155	2358.581	2359.323	2358.03	2358.065	2359.156	2358.303	2359.636	2358.679
Smp_121800	2001.5507571681358	2001.3918765439694	2000.7430612713351	2002.3621377055065	2000.0953827973976	2001.4449382194286	1999.4866985941137	2000.391583638288	2003.681259662811	1996.5517309892894
Smp_121810	2385.801	2385.155	2384.5810000000006	2385.323	2384.03	2384.065	2385.1560000000004	2384.303	2385.636	2384.679
Smp_121920	12489.798013636628	12070.277829608816	12915.091920284616	13050.033010282674	12330.003307322806	12984.058609254591	12072.457525260636	12595.750842497426	11516.564085392209	12428.988087449192
Smp_121930	2269.1202680598158	2264.1420486471466	2268.0355589914243	2269.291412777924	2269.206043168167	2267.3506052332395	2270.6521061895755	2266.7724452233865	2263.8637580842187	2265.782390941137
Smp_121940	2896.801	2896.155	2895.581	2896.323	2895.03	2895.065	2896.156	2895.303	2896.636	2895.679
Smp_121950	2950.8010000000004	2950.155	2949.581	2950.323	2949.03	2949.065	2950.156	2949.303	2950.636	2949.679
Smp_121990	4255.734554955726	4235.64010668131	4283.088447489055	4276.320989683065	4283.627466141853	4245.145039976268	4306.996453656646	4252.094733674855	4263.876420512807	4250.637693098909
Smp_122020	450.239	449.54	449.24300000000005	449.8450000000001	448.70799999999997	448.616	449.739	448.843	450.05799999999994	449.239
Smp_122030	1952.801	1952.1549999999997	1951.581	1952.323	1951.03	1951.0650000000003	1952.1559999999997	1951.3030000000003	1952.636	1951.679
Smp_122050	2551.801	2551.155	2550.5809999999997	2551.323	2550.03	2550.065	2551.156	2550.303	2551.636	2550.679
Smp_122170	773.831	773.181	772.636	773.361	772.074	772.106	773.225	772.3409999999999	773.674	772.726
Smp_122190	165.8186	165.8186	165.8186	165.8186	165.8186	165.8186	165.8186	165.8186	165.8186	165.8186
Smp_122280	1013.801	1013.155	1012.581	1013.3229999999999	1012.03	1012.065	1013.156	1012.303	1013.636	1012.6790000000001
Smp_122340	3384.801	3384.155	3383.581	3384.3229999999994	3383.03	3383.0649999999996	3384.156	3383.303	3384.636	3383.679
Smp_122370	9390.801	9390.155	9389.581	9390.323	9389.03	9389.065	9390.156	9389.303	9390.636	9389.679
Smp_122490	539.118	538.433	537.982	538.677	537.41	537.462	538.54	537.667	538.935	538.066
Smp_122500	17034.801	17034.155	17033.581	17034.323	17033.03	17033.065	17034.156	17033.303	17034.636	17033.679
Smp_122630	389.324	388.619	388.393	388.961	387.886	387.706	388.849	387.952	389.156	388.334
Smp_122680	3157.801	3157.155	3156.581	3157.323	3156.03	3156.065	3157.156	3156.303	3157.636	3156.6790000000005
Smp_122730	2936.801	2936.155	2935.581	2936.323	2935.03	2935.065	2936.156	2935.303	2936.6360000000004	2935.679
Smp_122780	2860.8010000000004	2860.155	2859.581	2860.323	2859.03	2859.065	2860.156	2859.303	2860.636	2859.679
Smp_122790	1176.801	1176.5307116093518	1177.4585478176266	1177.6092545906117	1175.03	1175.5854842153142	1177.7750005694909	1175.303	1178.0049337865216	1177.3656889050505
Smp_122800	4680.801	4680.155	4679.581	4680.323	4679.03	4679.065	4680.156	4679.303	4680.636	4679.678999999999
Smp_122810	2551.801	2551.155	2550.581	2551.323	2550.0300000000007	2550.065	2551.156	2550.303	2551.636	2550.679
Smp_122820	1447.801	1447.155	1446.581	1447.323	1446.03	1446.065	1447.156	1446.303	1447.636	1446.679
Smp_122840	1480.801	1480.155	1479.581	1480.323	1479.03	1479.065	1480.156	1479.303	1480.636	1479.679
Smp_122890	3875.801	3875.155	3874.581	3875.3230000000003	3874.03	3874.065	3875.156	3874.3030000000003	3875.636	3874.679
Smp_122900	3302.8009999999995	3302.155	3301.581	3302.323	3301.03	3301.065	3302.156	3301.303	3302.636	3301.679
Smp_122910	10431.801	10431.155	10430.581	10431.323	10430.03	10430.065	10431.156	10430.303	10431.636	10430.679
Smp_122920	2109.801	2109.155	2108.581	2109.323	2108.03	2108.065	2109.156	2108.303	2109.636	2108.679
Smp_122930	3579.8009999999995	3579.155	3578.581	3579.323	3578.03	3578.065	3579.1560000000004	3578.303	3579.6360000000004	3578.679
Smp_122940	959.801	959.1550000000001	958.5809999999999	959.3230000000001	958.03	958.065	959.1560000000001	958.303	959.6359999999999	958.679
Smp_122950	25171.272646931007	25181.510276884022	25152.099297361776	25182.73722633901	25185.03	25185.065	25186.156	25161.265350543385	25186.636	25181.089342322535
Smp_122960	2499.801	2499.155	2498.581	2499.323	2498.03	2498.065	2499.156	2498.303	2499.636	2498.6789999999996
Smp_122980	5450.801	5450.155	5449.581	5450.323	5449.03	5449.065	5450.156	5449.303	5450.636	5449.679
Smp_123000	6877.801	6877.155	6876.581	6877.323	6876.03	6876.065	6877.156	6876.303	6877.636	6876.679
Smp_123010	2226.801	2226.155	2225.581	2226.323	2225.03	2225.065	2226.156	2225.303	2226.636	2225.679
Smp_123020	3914.8010000000004	3914.155	3913.581	3914.323	3913.03	3913.0650000000005	3914.156	3913.303	3914.636	3913.679
Smp_123030	1515.801	1515.155	1514.5810000000001	1515.323	1514.03	1514.065	1515.156	1514.303	1515.636	1514.679
Smp_123040	1199.801	1199.155	1198.581	1199.323	1198.03	1198.065	1199.156	1198.303	1199.636	1198.679
Smp_123050	5264.801	5264.155	5263.581	5264.323	5263.03	5263.065	5264.156	5263.303	5264.636	5263.679
Smp_123060	5430.801	5430.155	5429.581	5430.322999999999	5429.03	5429.065	5430.156	5429.303	5430.636	5429.679
Smp_123070	449.24399999999997	448.543	448.251	448.85	447.718	447.621	448.74600000000004	447.848	449.06200000000007	448.244
Smp_123090	441.77000000000015	441.77000000000015	441.77000000000015	441.77000000000015	441.77	441.77000000000015	441.77000000000015	441.77000000000015	441.77000000000015	441.77000000000015
Smp_123100	209.506	208.798	208.703	209.156	208.217	207.913	209.125	208.19500000000002	209.42299999999997	208.573
Smp_123120	3764.801	3764.155	3763.5809999999997	3764.323	3763.03	3763.065	3764.156	3763.303	3764.636	3763.679
Smp_123130	3250.801	3250.155	3249.5810000000006	3250.323	3249.03	3249.065	3250.156	3249.303	3250.636	3249.679
Smp_123165	3064.801	3064.155	3063.581	3064.3230000000003	3063.03	3063.065	3064.156	3063.303	3064.636	3063.6790000000005
Smp_123180	8511.801	8511.155	8510.581	8511.323	8510.03	8510.065	8511.156	8510.303	8511.636	8510.679
Smp_123190	650.048	649.343	648.877	649.602	648.326	648.376	649.46	648.577	649.853	648.98
Smp_123200	134.583	133.878	133.842	134.259	133.368	133.035	134.23	133.333	134.545	133.707
Smp_123210	2863.801	2863.155	2862.581	2863.323	2862.0300000000007	2862.065	2863.156	2862.303	2863.6359999999995	2862.679
Smp_123220	865.801	865.155	864.581	865.323	864.0300000000001	864.065	865.156	864.303	865.636	864.679
Smp_123230	4606.801	4606.155	4605.581	4606.323	4605.03	4605.065	4606.156	4605.303	4606.636	4605.679
Smp_123240	551.103	550.421	549.967	550.669	549.401	549.449	550.529	549.656	550.926	550.056
Smp_123260	2804.801	2804.155	2803.581	2804.323	2803.0299999999997	2803.065	2804.156	2803.303	2804.636	2803.679
Smp_123270	4888.801	4888.155	4887.581	4888.323	4887.03	4887.065	4888.156	4887.303	4888.636	4887.679
Smp_123280	6556.801	6556.155	6555.581	6556.323	6555.03	6555.065	6556.156	6555.303	6556.636	6555.679
Smp_123290	48341.801	48341.155	48340.581	48341.323	48340.03	48340.065	48341.156	48340.303	48341.636	48340.679
Smp_123300	2097.801	2097.155	2096.581	2097.323	2096.03	2096.065	2097.156	2096.303	2097.636	2096.679
Smp_123320	3411.801	3411.155	3410.581	3411.323	3410.03	3410.065	3411.156	3410.303	3411.636	3410.679
Smp_123330	2779.801	2779.155	2778.581	2779.323	2778.03	2778.065	2779.156	2778.303	2779.636	2778.679
Smp_123340	1230.801	1230.155	1229.581	1230.323	1229.03	1229.065	1230.156	1229.303	1230.636	1229.679
Smp_123360	25549.801	25549.155	25548.581	25549.323	25548.03	25548.065	25549.156	25548.303	25549.636	25548.679
Smp_123370	17785.801	17785.155	17784.581	17785.323	17784.03	17784.065	17785.156	17784.303	17785.636	17784.679
Smp_123390	2925.801	2925.155	2924.581	2925.323	2924.0299999999997	2924.065	2925.156	2924.3029999999994	2925.636	2924.679
Smp_123410	1342.801	1342.155	1341.581	1342.323	1341.03	1341.065	1342.156	1341.303	1342.636	1341.679
Smp_123440	1557.801	1557.155	1556.581	1557.323	1556.03	1556.065	1557.156	1556.303	1557.636	1556.679
Smp_123450	2537.801	2537.155	2536.581	2537.323	2536.03	2536.065	2537.156	2536.303	2537.636	2536.679
Smp_123460	16.126	16.126	16.126	16.126	16.126	16.126	16.126	16.126	16.126	16.126
Smp_123470	1330.801	1330.155	1329.581	1330.323	1329.03	1329.065	1330.156	1329.303	1330.636	1329.679
Smp_123480	1833.801	1833.155	1832.581	1833.323	1832.03	1832.065	1833.156	1832.303	1833.636	1832.6789999999999
Smp_123490	4884.801	4884.155	4883.581	4884.323	4883.03	4883.065	4884.156	4883.303	4884.636	4883.679
Smp_123500	3700.801	3700.155	3699.581	3700.323	3699.03	3699.065	3700.156	3699.303	3700.636	3699.6789999999996
Smp_123510	3261.801	3261.155	3260.581	3261.323	3260.03	3260.065	3261.156	3260.303	3261.636	3260.679
Smp_123520	1796.801	1796.1549999999997	1795.581	1796.323	1795.03	1795.065	1796.156	1795.303	1796.636	1795.679
Smp_123530	1577.801	1577.155	1576.581	1577.323	1576.03	1576.065	1577.156	1576.303	1577.636	1576.679
Smp_123540	505.15199999999993	504.461	504.025	504.7169999999999	503.441	503.49000000000007	504.56899999999996	503.70399999999995	504.963	504.10799999999995
Smp_123550	654.042	653.338	652.871	653.595	652.32	652.371	653.452	652.575	653.8469999999999	652.977
Smp_123570	1882.8010000000002	1882.155	1881.581	1882.3230000000003	1881.03	1881.065	1882.156	1881.3029999999999	1882.636	1881.679
Smp_123590	235.466	234.759	234.64699999999996	235.11900000000003	234.147	233.87	235.079	234.156	235.362	234.532
Smp_123600	6514.801	6514.155	6513.581	6514.323	6513.03	6513.065	6514.156	6513.303	6514.636	6513.679
Smp_123610	5801.801	5801.155	5800.581	5801.323	5800.03	5800.065	5801.156	5800.303	5801.636	5800.678999999999
Smp_123620	1267.801	1267.155	1266.581	1267.323	1266.03	1266.065	1267.156	1266.303	1267.636	1266.679
Smp_123630	6263.801	6263.155	6262.581	6263.323	6262.03	6262.065	6263.155999999999	6262.303	6263.636	6262.679
Smp_123640	3563.801	3563.155	3562.581	3563.323	3562.03	3562.065	3563.1560000000004	3562.303	3563.636	3562.6789999999996
Smp_123670	1663.5621922957082	1665.3046389119481	1664.349145137079	1664.5404183511394	1661.577557867912	1662.3557815019697	1662.5632844800148	1664.6705415247434	1666.935802309235	1663.739171871225
Smp_123690	2785.801	2785.155	2784.581	2785.323	2784.03	2784.065	2785.156	2784.303	2785.636	2784.679
Smp_123710	9585.801	9585.155	9584.581	9585.323	9584.03	9584.065	9585.156	9584.303	9585.636	9584.679
Smp_123720	2145.801	2145.155	2144.581	2145.323	2144.03	2144.065	2145.156	2144.303	2145.636	2144.679
Smp_123810	3328.801	3328.155	3327.581	3328.323	3327.03	3327.065	3328.156	3327.303	3328.636	3327.679
Smp_123820	3483.801	3483.1550000000007	3482.581	3483.323	3482.0300000000007	3482.065	3483.156	3482.303	3483.6360000000004	3482.679
Smp_123830	5431.801	5431.155	5430.581	5431.323	5430.03	5430.065	5431.156	5430.303	5431.636	5430.679
Smp_123840	7178.801	7178.155	7177.581	7178.323	7177.03	7177.065	7178.156	7177.303	7178.636	7177.679
Smp_123850	88.691	88.691	88.691	88.691	88.691	88.691	88.691	88.691	88.691	88.691
Smp_123860	3255.801	3255.155	3254.581	3255.323	3254.03	3254.065	3255.156	3254.303	3255.636	3254.679
Smp_123870	911.801	911.155	910.581	911.323	910.03	910.065	911.156	910.303	911.636	910.679
Smp_123900	23.7746	23.7746	23.7746	23.7746	23.7746	23.7746	23.7746	23.7746	23.7746	23.7746
Smp_123910	362.339	361.64	361.421	361.979	360.919	360.725	361.882	360.975	362.184	361.3589999999999
Smp_123920	1764.801	1764.155	1763.581	1764.323	1763.03	1763.065	1764.156	1763.303	1763.7880175743783	1763.679
Smp_123940	4476.801	4476.155	4475.581	4476.323	4475.03	4475.065	4476.156	4475.303	4476.636	4475.679
Smp_124000	456.213	455.52299999999997	455.179	455.806	454.626	454.582	455.688	454.804	456.032	455.207
Smp_124010	13970.801	13970.155	13969.581000000002	13970.323	13969.03	13969.064999999999	13970.156	13969.303	13970.636	13969.679
Smp_124020	3475.801	3475.155	3474.581	3475.323	3474.03	3474.065	3475.156	3474.303	3475.6360000000004	3474.679
Smp_124030	2248.801	2248.155	2247.581	2248.323	2247.03	2247.065	2248.156	2247.303	2248.636	2247.679
Smp_124050	2210.98115991961	2221.4711314809756	2157.836928837911	2207.5096605210842	2200.208303855247	2231.309374133256	2169.6984747267934	2193.931734645244	2220.236366691124	2217.2302994900365
Smp_124060	1369.801	1369.155	1368.581	1369.323	1368.03	1368.065	1369.156	1368.303	1369.636	1368.679
Smp_124070	709.951	709.274	708.746	709.457	708.177	708.242	709.341	708.444	709.765	708.856
Smp_124080	1540.8009999999997	1540.155	1539.581	1540.3230000000003	1539.0300000000002	1539.065	1540.156	1539.303	1540.636	1539.679
Smp_124100	3231.801	3231.155	3230.581	3231.323	3230.03	3230.065	3231.156	3230.303	3231.636	3230.679
Smp_124110	2519.801	2519.155	2518.581	2519.323	2518.03	2518.065	2519.156	2518.303	2519.636	2518.679
Smp_124120	1815.8010000000002	1815.155	1814.581	1815.323	1814.03	1814.065	1815.1560000000002	1814.3030000000003	1815.636	1814.679
Smp_124130	6987.801	6987.155	6986.581000000001	6987.323	6986.03	6986.065	6987.156	6986.303000000001	6987.636000000001	6986.679
Smp_124160	1643.801	1643.155	1642.581	1643.323	1642.03	1642.065	1643.156	1642.303	1643.636	1642.679
Smp_124210	5012.801	5012.155	5011.581	5012.323	5011.03	5011.065	5012.156	5011.303	5012.636	5011.679
Smp_124230	1359.801	1359.155	1358.581	1359.323	1358.0300000000002	1358.065	1359.156	1358.303	1359.636	1358.679
Smp_124240	1587.801	1587.155	1586.581	1587.323	1586.03	1586.065	1587.156	1586.303	1587.636	1586.679
Smp_124280	764.844	764.185	763.6490000000001	764.371	763.084	763.121	764.235	763.349	764.685	763.742
Smp_124290	2599.801	2599.155	2598.581	2599.323	2598.03	2598.065	2599.156	2598.303	2599.636	2598.679
Smp_124300	2000.801	2000.1550000000002	1999.5810000000001	2000.323	1999.03	1999.065	2000.1560000000002	1999.303	2000.6360000000002	1999.679
Smp_124320	9870.801	9870.155	9869.581	9870.323	9869.03	9869.065	9870.156000000003	9869.303	9870.636	9869.679
Smp_124340	2681.801	2681.155	2680.581	2681.323	2680.03	2680.065	2681.156	2680.303	2681.636	2680.679
Smp_124350	3733.36927197358	3815.754893396381	3832.7952135440128	3857.1929121289777	3760.8943939357114	3956.258650697263	3921.946883457209	3707.7059947699054	3731.390307930087	4119.2397301808705
Smp_124380	1617.801	1617.155	1616.581	1617.323	1616.03	1616.065	1617.156	1616.303	1617.636	1616.679
Smp_124390	3290.801	3290.1549999999997	3289.581	3290.323	3289.03	3289.065	3290.156	3289.303	3290.636	3289.679
Smp_124420	16.011670621710532	16.011670621710532	16.011670621710532	16.011670621710532	15.823	16.011670621710532	16.037	16.011670621710532	16.011670621710532	16.177
Smp_124430	4822.801	4822.155	4821.581	4822.323	4821.03	4821.065	4822.156	4821.303	4822.636000000001	4821.679
Smp_124440	2128.801	2128.155	2127.581	2128.323	2127.03	2127.065	2128.156	2127.303	2128.636	2127.679
Smp_124450	3837.801	3837.155	3836.581	3837.323	3836.03	3836.065	3837.156	3836.303	3837.636	3836.679
Smp_124460	1862.801	1862.155	1861.581	1862.323	1861.0299999999997	1861.065	1862.156	1861.303	1862.6359999999997	1861.679
Smp_124470	3951.801	3951.1550000000007	3950.581	3951.3230000000003	3950.03	3950.065	3951.156	3950.303	3951.636	3950.679
Smp_124490	2748.801	2748.155	2747.581	2748.323	2747.03	2747.065	2748.156	2747.303	2748.636	2747.679
Smp_124510	961.801	961.155	960.581	961.323	960.03	960.065	961.1560000000001	960.303	961.636	960.679
Smp_124520	3678.8010000000004	3678.155	3677.581	3678.3229999999994	3677.03	3677.065	3678.156	3677.303	3678.636	3677.679
Smp_124590	12879.801	12879.154999999999	12878.581	12879.323	12878.03	12878.065	12879.156000000003	12878.303	12879.636	12878.679
Smp_124600	18589.801	18589.155	18588.581	18589.323	18588.03	18588.065	18589.156	18588.303	18589.636	18588.679
Smp_124650	2335.4891337968215	2378.77838427316	2711.062044555968	2620.685788811042	2511.663181356837	2886.4292199030606	2724.142744924992	2302.8969188662413	2887.8998314498567	3114.0235229388527
Smp_124660	6051.801	6051.155	6050.581	6051.323	6050.03	6050.065	6051.156	6050.302999999999	6051.636	6050.679
Smp_124700	3557.801	3557.155	3556.581	3557.323	3556.03	3556.065	3557.156	3556.303	3557.636	3556.679
Smp_124710	4285.801	4285.155	4284.581	4285.323	4284.03	4284.065	4285.156	4284.303	4285.636	4284.679
Smp_124720	14800.801	14800.155	14799.581	14800.323	14799.03	14799.065	14800.155999999999	14799.303	14800.636	14799.679
Smp_124740	1946.801	1946.155	1945.5809999999997	1946.323	1945.03	1945.065	1946.1559999999997	1945.303	1946.636	1945.6790000000003
Smp_124750	1006.801	1006.155	1005.581	1006.323	1005.03	1005.065	1006.156	1005.303	1006.636	1005.679
Smp_124760	4854.801	4854.155	4853.581	4854.323	4853.03	4853.065	4854.156	4853.303	4854.636	4853.679
Smp_124770	2026.5739932605413	2023.519662597652	2026.1988702310255	2026.7076659722447	2021.5065320577435	2020.5614958844783	2054.3764487991557	2018.303	2019.636	2022.5981576607403
Smp_124820	4570.801	4570.155	4569.581	4570.323	4569.03	4569.065	4570.156	4569.303	4570.636	4569.679
Smp_124840	1168.801	1168.155	1167.581	1168.323	1167.03	1167.065	1168.156	1167.303	1168.636	1167.679
Smp_124850	8360.801	8360.155	8359.581	8360.323	8359.03	8359.065	8360.156	8359.303	8360.636	8359.679
Smp_124860	1137.801	1137.155	1136.581	1137.3230000000003	1136.03	1136.065	1137.156	1136.303	1137.636	1136.679
Smp_124890	2014.801	2014.155	2013.581	2014.323	2013.03	2013.065	2014.156	2013.3029999999999	2014.636	2013.6789999999999
Smp_124920	2024.801	2024.155	2023.581	2024.323	2023.03	2023.065	2024.156	2023.303	2024.636	2023.679
Smp_124940	527.128	526.445	525.997	526.694	525.421	525.473	526.553	525.68	526.945	526.081
Smp_124980	1129.801	1129.155	1128.581	1129.323	1128.03	1128.065	1129.156	1128.303	1129.636	1128.679
Smp_125020	527.128	526.445	525.997	526.694	525.421	525.473	526.553	525.68	526.945	526.081
Smp_125040	2438.801	2438.155	2437.581	2438.323	2437.03	2437.065	2438.156	2437.303	2438.636	2437.679
Smp_125050	4370.801	4370.155	4369.581	4370.323	4369.03	4369.065	4370.156	4369.303	4370.636	4369.679
Smp_125070	1744.801	1744.155	1743.581	1744.323	1743.03	1743.065	1744.156	1743.303	1744.636	1743.679
Smp_125080	6172.8009999999995	6172.155	6171.581	6172.323	6171.029999999999	6171.0650000000005	6172.156	6171.303	6172.636	6171.679
Smp_125130	2328.801	2328.155	2327.581	2328.323	2327.03	2327.065	2328.156	2327.303	2328.636	2327.679
Smp_125150	1808.8009999999997	1808.155	1807.581	1808.3229999999999	1807.0300000000002	1807.065	1808.156	1807.303	1807.788019850882	1807.679
Smp_125160	9368.801	9368.155	9367.581	9368.323	9367.03	9367.065	9368.156	9367.303	9368.636	9367.679
Smp_125200	2865.801	2865.155	2864.581	2865.323	2864.03	2864.065	2865.156	2864.303	2865.636	2864.679
Smp_125210	1882.801	1882.155	1881.581	1882.323	1881.03	1881.065	1882.156	1881.303	1882.636	1881.679
Smp_125250	354.344	353.646	353.428	353.984	352.929	352.733	353.893	352.985	354.1929999999999	353.363
Smp_125260	1021.801	1021.155	1020.581	1021.3229999999999	1020.03	1020.065	1021.156	1020.303	1021.636	1020.6789999999999
Smp_125270	16267.801	16267.154999999999	16266.581	16267.323	16266.03	16266.065	16267.156	16266.302999999998	16267.636	16266.679
Smp_125280	14108.801	14108.155000000002	14107.581	14108.323	14107.029999999999	14107.065	14108.156	14107.303000000002	14108.636000000002	14107.679000000002
Smp_125290	9188.801	9188.155	9187.581	9188.323	9187.03	9187.065	9188.156	9187.303	9188.636	9187.679
Smp_125300	3082.801	3082.155	3081.581	3082.323	3081.03	3081.065	3082.156	3081.3030000000003	3082.636	3081.679
Smp_125320	186.525	185.814	185.74	186.179	185.259	184.94	186.151	185.23	186.451	185.609
Smp_125340	4282.430953980471	4330.6711677338	4145.616872954456	4203.62581883836	4073.2962215295447	4208.517720372447	4279.243571037272	4120.184528289188	4293.751929711622	4263.397826750324
Smp_125350	3023.8010000000004	3023.155	3022.581	3023.323	3022.0299999999997	3022.065	3023.156	3022.303	3023.636	3022.679
Smp_125360	2465.801	2465.155	2464.581	2465.323	2464.03	2464.065	2465.156	2464.303	2465.636	2464.679
Smp_125370	6620.801	6620.155	6619.581	6620.323000000001	6619.030000000001	6619.065	6620.156	6619.303	6620.636	6619.679
Smp_125390	64.0907	64.0907	64.0907	64.0907	64.0907	64.0907	64.0907	64.0907	64.0907	64.0907
Smp_125400	5671.801	5671.154999999999	5670.581	5671.323	5670.03	5670.065	5671.156	5670.303	5671.636	5670.679
Smp_125420	3189.801	3189.155	3188.581	3189.323	3188.03	3188.065	3189.156	3188.303	3189.636	3188.679
Smp_125440	5969.801000000001	5969.155	5968.581	5969.322999999999	5968.03	5968.065	5969.155999999999	5968.303	5969.636	5968.679
Smp_125450	4306.801	4306.155	4305.581	4306.323	4305.03	4305.065	4306.156	4305.303	4306.636	4305.679
Smp_125460	2457.801	2457.155	2456.581	2457.323	2456.03	2456.065	2457.156	2456.303	2457.636	2456.679
Smp_125480	3148.801	3148.155	3147.581	3148.3230000000003	3147.03	3147.065	3148.156	3147.303	3148.636	3147.679
Smp_125490	4353.801	4353.155	4352.581	4353.323	4352.03	4352.065	4353.156	4352.303	4353.636	4352.679
Smp_125500	1640.801	1640.155	1639.581	1640.323	1639.03	1639.065	1640.156	1639.303	1640.636	1639.679
Smp_125510	6783.801	6783.154999999999	6782.580999999999	6783.323	6782.03	6782.065	6783.156000000001	6782.303	6783.636	6782.679
Smp_125520	2391.801	2391.155	2390.581	2391.323	2390.03	2390.065	2391.156	2390.303	2391.636	2390.679
Smp_125550	5082.801	5082.155	5081.581	5082.323	5081.03	5081.065	5082.156	5081.303000000001	5082.636	5081.679
Smp_125560	4726.801	4726.155	4725.581	4726.323	4725.03	4725.065	4726.156	4725.303	4726.636	4725.679
Smp_125600	11248.612068865988	11240.25633883311	12861.98761345877	12090.322636186263	12372.773635376789	14860.065	9617.310163062564	14860.303	14861.635999999999	14860.679
Smp_125630	5422.801	5422.155	5421.581	5422.323	5421.03	5421.065	5422.156	5421.303	5422.636000000001	5421.679
Smp_125640	1025.801	1025.155	1024.581	1025.323	1024.03	1024.065	1025.156	1024.303	1025.636	1024.679
Smp_125650	3427.801	3427.155	3426.581	3427.3230000000003	3426.03	3426.065	3427.156	3426.303	3427.636	3426.679
Smp_125660	24187.801	24187.155	24186.581	24187.322999999997	24186.03	24186.065000000002	24187.156	24186.303000000004	24187.636	24186.679
Smp_125670	2626.801	2626.155	2625.581	2626.323	2625.03	2625.065	2626.156	2625.3030000000003	2626.636	2625.6790000000005
Smp_125730	1983.3586368542406	1982.6059696939685	1983.330568104607	1983.1261134994772	1984.2140528002424	1982.292826124498	1985.4317954021665	1982.2790975085622	1985.9647704688473	1982.7151735578334
Smp_125740	1532.801	1532.155	1531.581	1532.323	1531.03	1531.065	1532.156	1531.303	1532.636	1531.679
Smp_125760	2686.8009999999995	2686.155	2685.581	2686.323	2685.03	2685.0650000000005	2686.156	2685.303	2686.636	2685.679
Smp_125770	4357.801	4357.155	4356.581	4357.323	4356.03	4356.065	4357.156	4356.303	4357.636	4356.679
Smp_125780	1385.801	1385.155	1384.581	1385.323	1384.03	1384.065	1385.156	1384.303	1385.636	1384.679
Smp_125790	2974.801	2974.1549999999997	2973.581	2974.323	2973.03	2973.065	2974.156	2973.3029999999994	2974.636	2973.679
